7.334140451323858656e+01,1.121327871495041393e+02,1.778158958136782530e+02,9.547431481587496194e+01,1.232162821007792672e+02,1.425491752026982795e+02,1.070300802705185674e+02,1.880804416568501267e+02,1.624911436292141218e+02,1.822843340065930988e+02
8.087747716478378379e+01,1.030612235678785282e+02,1.747621361593152471e+02,1.035424192618092576e+02,1.316858068816884781e+02,1.484125768739489502e+02,9.632135926857560548e+01,1.754411869676335129e+02,1.594487309508134558e+02,1.771850247409795429e+02
8.499917188854884387e+01,1.022422521922541847e+02,1.810298234800244757e+02,1.047044346402844468e+02,1.217620831045532697e+02,1.512940166392433525e+02,1.045529620168106817e+02,1.803676144511921677e+02,1.605552941215643727e+02,1.834843171265576984e+02
8.800931214860948160e+01,9.211044840152592883e+01,1.669193728943412793e+02,1.154927783480048902e+02,1.072593947959963998e+02,1.274955252407498989e+02,8.499266214345863091e+01,1.594729814361953117e+02,1.341643208714931745e+02,1.769281106816584384e+02
8.046981326313685656e+01,9.496849217152130507e+01,1.834576223075137023e+02,1.121235313684503865e+02,1.211957695199076852e+02,1.553239926893023437e+02,9.216754972115128908e+01,1.822857549420419900e+02,1.435520425689825856e+02,1.914339581754659321e+02
8.166898341548315443e+01,1.089047139101776622e+02,1.781230239251996466e+02,9.947928333985414895e+01,1.471309086395327768e+02,1.447566144067553466e+02,9.609829746857255373e+01,1.780892512630843498e+02,1.650941360843787038e+02,1.698973240680351466e+02
8.231937257023524523e+01,1.117172330234004249e+02,1.653184478461489562e+02,9.617002654778566750e+01,1.230488804293696603e+02,1.455602515139686943e+02,1.080332644301153238e+02,1.803634603253427713e+02,1.681465097320685231e+02,1.694246534334475314e+02
8.577904859753323308e+01,1.003664374364965397e+02,1.736270183900739141e+02,1.083062923819582295e+02,1.077764378103638165e+02,1.398933616875119696e+02,9.111842325503597806e+01,1.737916771006011345e+02,1.465891759447862341e+02,1.798951216366742756e+02
8.347100869389247180e+01,1.199859348350319408e+02,1.678621814826871343e+02,8.707558380273587773e+01,1.232950473341370099e+02,1.421783922909207831e+02,1.270551588850713784e+02,1.834207969935162339e+02,1.811243741564561560e+02,1.543675256596857821e+02
8.562544718952847234e+01,9.559638146694035754e+01,1.712055370986208800e+02,1.120083681812644727e+02,1.445482924494171471e+02,1.442124742268033515e+02,7.542889391556352052e+01,1.591060993106587205e+02,1.479331739795813405e+02,1.674394874400749416e+02
8.355612396768601968e+01,1.052956112835360756e+02,1.738071108042940978e+02,1.020621051461260151e+02,1.344473297310893258e+02,1.499807292221494208e+02,9.252859166438351224e+01,1.686753398012542107e+02,1.666343566628902693e+02,1.668829815215721339e+02
7.464881821048132338e+01,1.070087273929072609e+02,1.760186966438835157e+02,9.974724331207679029e+01,1.228284262531026627e+02,1.504555468955147148e+02,9.448065387383073244e+01,1.728355964652124612e+02,1.700239534430314734e+02,1.707799898015314852e+02
8.285641336015731895e+01,8.822685784236125528e+01,1.746633676071708692e+02,1.196311271856984177e+02,1.074090415351613785e+02,1.361121433177101494e+02,7.709348546639054689e+01,1.532022157342655930e+02,1.459409099472174489e+02,1.762935678190841884e+02
7.631701198788356066e+01,1.078810955100807689e+02,1.795177815139040831e+02,9.887109951881177494e+01,1.153060865117137155e+02,1.454788335560269843e+02,9.980002883250485013e+01,1.808006075453185417e+02,1.729005029253770545e+02,1.712739425328229572e+02
7.948664815795294203e+01,9.817453295127086221e+01,1.782390341142560430e+02,1.082821706802408528e+02,1.242754960569763654e+02,1.502673430838692070e+02,9.793680273666947755e+01,1.843540426325225212e+02,1.476342745674261892e+02,1.867643407808596407e+02
8.214636841984462023e+01,1.115582815422170597e+02,1.672399889011924756e+02,9.547592529364035840e+01,1.233039674473826608e+02,1.392346321144211174e+02,1.048173931755122510e+02,1.782835024030430588e+02,1.630725759717434187e+02,1.662648450361544405e+02
5.712828349641831238e+01,1.116300587667577702e+02,1.919904248098279425e+02,9.647584840364859815e+01,1.426873237801615915e+02,1.461433918077258056e+02,1.053556242304540689e+02,1.948087729445520608e+02,1.738114589107642018e+02,1.883335735029831142e+02
8.138040871989599623e+01,9.806980999445450209e+01,1.744409194965904248e+02,1.094196290245414502e+02,1.304041561795298776e+02,1.466107926764595391e+02,9.742196555112769829e+01,1.780028856825255730e+02,1.503882180901973982e+02,1.855242563711458956e+02
8.616139367790890446e+01,1.190988765968435246e+02,1.678455945034568799e+02,8.877385136194632764e+01,1.065262696855291153e+02,1.194142506518471123e+02,1.059494417823848096e+02,1.857404544980747971e+02,1.499984996371080115e+02,1.711329764551773280e+02
7.650432276300460899e+01,1.142418349597407570e+02,1.681744109173362745e+02,9.447356836704022953e+01,1.368271203550720543e+02,1.538306087253995429e+02,1.046001657165583936e+02,1.783568828733189378e+02,1.677597642394512434e+02,1.638058534092560024e+02
8.022414715659490980e+01,1.058952385200612980e+02,1.797955689608797911e+02,1.008898471664151231e+02,1.265810001406097882e+02,1.540754214523740302e+02,1.066693551855779702e+02,1.739041428398513176e+02,1.678486173999914968e+02,1.695915411141370441e+02
8.865185721289984144e+01,9.405265716846318469e+01,1.798548785229270948e+02,1.139023726056775132e+02,1.280684281699880387e+02,1.316719189682114006e+02,8.089652064616451810e+01,1.593196811905924051e+02,1.580142171435167029e+02,1.761941157010053303e+02
8.180198200118414320e+01,9.247712592418523059e+01,1.835799392242973340e+02,1.153009173543016743e+02,1.325812861634318551e+02,1.619980631270515801e+02,9.348192154541581544e+01,1.857894422045770852e+02,1.516256880812455847e+02,1.937818765468254298e+02
7.702746708762518324e+01,1.102749555919123878e+02,1.758708481172467657e+02,9.717241105146811719e+01,1.374860630942408761e+02,1.477356033721077324e+02,1.002649967191117071e+02,1.771577787231826164e+02,1.705466210099666853e+02,1.667734725501989033e+02
7.382751639258734144e+01,1.012825045996460460e+02,1.835512248058860791e+02,1.067995488713940659e+02,1.409897809538269371e+02,1.688550705510882040e+02,9.262721374804745267e+01,1.829387650719705789e+02,1.526338814151892507e+02,1.860481446412061359e+02
7.862060919972132922e+01,1.163738916529767948e+02,1.663946587423230596e+02,9.168734487600730176e+01,1.418316071741803910e+02,1.361353136895604621e+02,1.108188712912298257e+02,1.788821080358250413e+02,1.752669170749792897e+02,1.582922351386998798e+02
7.903585163326930285e+01,1.119104235980464210e+02,1.666040563761935118e+02,9.518031442868318948e+01,1.100075763576253678e+02,1.469086253244189209e+02,9.889495876605282376e+01,1.695685279201888420e+02,1.708979465218990583e+02,1.587455976036046650e+02
7.901740693620712364e+01,9.620176655188731729e+01,1.801572525679812316e+02,1.101435785959919968e+02,1.215680609259033673e+02,1.583281666038938056e+02,9.076756599719296048e+01,1.736633721025212083e+02,1.503367768975704450e+02,1.801205923583959247e+02
7.394828366807968223e+01,9.436650137241215930e+01,1.883358665485923780e+02,1.125115352144599683e+02,1.338825415882492393e+02,1.297294705309975029e+02,8.719445009206702935e+01,1.840516055654906609e+02,1.509543812327195837e+02,1.880926356938336994e+02
7.284237916838995375e+01,1.075456198268684886e+02,1.731246061503634337e+02,9.899400366055574807e+01,1.372308969411278099e+02,1.312350774207222344e+02,9.117227859472205864e+01,1.700238902798715799e+02,1.649819850179165144e+02,1.622315540936444904e+02
8.065786464583746351e+01,1.032885195030324894e+02,1.761846128483360303e+02,1.037517188460390400e+02,1.259784360044225480e+02,1.456889231600868584e+02,9.137299270605018364e+01,1.693445893358611443e+02,1.682428522162248328e+02,1.688091602948163654e+02
6.710373313796392836e+01,1.056668644163562050e+02,1.843095367928092969e+02,1.025862370005012281e+02,1.375314025991185929e+02,1.660726701615758429e+02,9.989428571040402005e+01,1.980835999082946159e+02,1.631650076362102766e+02,1.909439062900200099e+02
7.891053962282211387e+01,9.854485422507457315e+01,1.716269643485293273e+02,1.086865524123868028e+02,1.337873770110830094e+02,1.336294150748360039e+02,9.645029691035519193e+01,1.780578124554379258e+02,1.533310557258734548e+02,1.821503132807070529e+02
7.778146385721237266e+01,1.070316725883437385e+02,1.818154367784406134e+02,1.000404265990615613e+02,1.258955682231013498e+02,1.606033653019376288e+02,1.109195035614070264e+02,1.782649572920226433e+02,1.670481972746659949e+02,1.764883450495058810e+02
9.252707083594671644e+01,8.318052760894627795e+01,1.832339989522839971e+02,1.241640784016013868e+02,1.476628246817016930e+02,1.361626651484278625e+02,9.010797670657406400e+01,1.661782996685726914e+02,1.407545466475297644e+02,1.887881376571312160e+02
8.121428417734176719e+01,9.743228362138600573e+01,1.772674382706230176e+02,1.097016386658708882e+02,1.340327444586181969e+02,1.404489579596626641e+02,9.217116486206620607e+01,1.697868494025293558e+02,1.529599929702887380e+02,1.749357885546341151e+02
7.298440869223944105e+01,1.045993587984197575e+02,1.861980991542086485e+02,1.028027901719769517e+02,1.342352009329223961e+02,1.449977362551796318e+02,9.614229833260148439e+01,1.834836278191629617e+02,1.621903429083635046e+02,1.824414868182792873e+02
6.981330330741278090e+01,1.045060503893646739e+02,1.799180223722999585e+02,1.031441210976005323e+02,1.259592874957148751e+02,1.608448069491493584e+02,9.217723285332291994e+01,1.811656465362929680e+02,1.584303085856248572e+02,1.831870838629061495e+02
7.603520369104415977e+01,1.088618590050491832e+02,1.668762533843264464e+02,9.847778201806154641e+01,1.318000284148280343e+02,1.387160113253700615e+02,1.062091948506729864e+02,1.842736352514647820e+02,1.592882043572872419e+02,1.770776344763094698e+02
8.177800527783107043e+01,9.891867117221684680e+01,1.767343343277519239e+02,1.081245771319429707e+02,1.371663578463618478e+02,1.398442629375564934e+02,1.011152048426366861e+02,1.765829357536061082e+02,1.559115059825390119e+02,1.852973862913106586e+02
